bdc,cik,accession,form,period_end,file_date,identifier,entity,company,type,sector,desc,affil,fv,cost,par,shares,mark,spread,rate,base_rate,pik_rate,pik,maturity,acq,ccy,fv_raw
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"PT Intermediate Holdings III, LLC | One stop 2 | Non-Affiliated Issuer","PT Intermediate Holdings III, LLC","PT Intermediate Holdings III, LLC",First Lien,,,,-2000.0,-3000.0,0.0,,66.67,,,,,False,,,USD,-2000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Radwell Parent, LLC | One stop 1 | Non-Affiliated Issuer","Radwell Parent, LLC","Radwell Parent, LLC",First Lien,,,,33580000.0,33553000.0,33766000.0,,99.45,5.5,9.2,,,False,,,USD,33580000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Radwell Parent, LLC | One stop 2 | Non-Affiliated Issuer","Radwell Parent, LLC","Radwell Parent, LLC",First Lien,,,,32276000.0,32490000.0,32454000.0,,99.45,5.5,9.2,,,False,,,USD,32276000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Radwell Parent, LLC | One stop 3 | Non-Affiliated Issuer","Radwell Parent, LLC","Radwell Parent, LLC",First Lien,,,,282000.0,261000.0,289000.0,,97.58,5.5,9.2,,,False,,,USD,282000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Radwell Parent, LLC | One stop 4 | Non-Affiliated Issuer","Radwell Parent, LLC","Radwell Parent, LLC",First Lien,,,,0.0,0.0,0.0,,,,,,,False,,,USD,0.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Radwell Parent, LLC | One stop 5 | Non-Affiliated Issuer","Radwell Parent, LLC","Radwell Parent, LLC",First Lien,,,,0.0,0.0,0.0,,,,,,,False,,,USD,0.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Radwell Parent, LLC | One stop 6 | Non-Affiliated Issuer","Radwell Parent, LLC","Radwell Parent, LLC",First Lien,,,,0.0,0.0,0.0,,,,,,,False,,,USD,0.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Radwell Parent, LLC | One stop 7 | Non-Affiliated Issuer","Radwell Parent, LLC","Radwell Parent, LLC",First Lien,,,,-1000.0,0.0,0.0,,,,,,,False,,,USD,-1000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Radwell Parent, LLC | One stop 8 | Non-Affiliated Issuer","Radwell Parent, LLC","Radwell Parent, LLC",First Lien,,,,-1000.0,0.0,0.0,,,,,,,False,,,USD,-1000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,Trinity Air Consultants Holdings Corporation | One stop 1 | Non-Affiliated Issuer,Trinity Air Consultants Holdings Corporation,Trinity Air Consultants Holdings Corporation,First Lien,,,,2933000.0,2947000.0,2959000.0,,99.12,4.25,8.02,,,False,,,USD,2933000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,Trinity Air Consultants Holdings Corporation | One stop 2 | Non-Affiliated Issuer,Trinity Air Consultants Holdings Corporation,Trinity Air Consultants Holdings Corporation,First Lien,,,,-1000.0,-1000.0,0.0,,100.0,,,,,False,,,USD,-1000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,Trinity Air Consultants Holdings Corporation | One stop 3 | Non-Affiliated Issuer,Trinity Air Consultants Holdings Corporation,Trinity Air Consultants Holdings Corporation,First Lien,,,,1366000.0,1377000.0,1379000.0,,99.06,4.25,8.01,,,False,,,USD,1366000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,Trinity Air Consultants Holdings Corporation | One stop 4 | Non-Affiliated Issuer,Trinity Air Consultants Holdings Corporation,Trinity Air Consultants Holdings Corporation,First Lien,,,,-3000.0,-1000.0,0.0,,300.0,,,,,False,,,USD,-3000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,Trinity Air Consultants Holdings Corporation | One stop 5 | Non-Affiliated Issuer,Trinity Air Consultants Holdings Corporation,Trinity Air Consultants Holdings Corporation,First Lien,,,,1555000.0,1555000.0,1569000.0,,99.11,4.25,8.02,,,False,,,USD,1555000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,WRE Holding Corp. | One stop 1 | Non-Affiliated Issuer,WRE Holding Corp.,WRE Holding Corp.,First Lien,,,,-8000.0,-4000.0,0.0,,200.0,,,,,False,,,USD,-8000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,WRE Holding Corp. | One stop 2 | Non-Affiliated Issuer,WRE Holding Corp.,WRE Holding Corp.,First Lien,,,,75000.0,75000.0,75000.0,,100.0,5.0,8.71,,,False,,,USD,75000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,WRE Holding Corp. | One stop 3 | Non-Affiliated Issuer,WRE Holding Corp.,WRE Holding Corp.,First Lien,,,,433000.0,435000.0,452000.0,,95.8,5.0,8.67,,,False,,,USD,433000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,WRE Holding Corp. | One stop 4 | Non-Affiliated Issuer,WRE Holding Corp.,WRE Holding Corp.,First Lien,,,,16131000.0,16142000.0,16266000.0,,99.17,5.0,8.74,,,False,,,USD,16131000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,WRE Holding Corp. | One stop 5 | Non-Affiliated Issuer,WRE Holding Corp.,WRE Holding Corp.,First Lien,,,,1771000.0,1779000.0,1786000.0,,99.16,5.0,8.61,,,False,,,USD,1771000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,WRE Holding Corp. | One stop 6 | Non-Affiliated Issuer,WRE Holding Corp.,WRE Holding Corp.,First Lien,,,,1067000.0,1072000.0,1076000.0,,99.16,5.0,8.6,,,False,,,USD,1067000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,WRE Holding Corp. | One stop 7 | Non-Affiliated Issuer,WRE Holding Corp.,WRE Holding Corp.,First Lien,,,,830000.0,834000.0,837000.0,,99.16,5.0,8.6,,,False,,,USD,830000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,WRE Holding Corp. | One stop 8 | Non-Affiliated Issuer,WRE Holding Corp.,WRE Holding Corp.,First Lien,,,,290000.0,292000.0,293000.0,,98.98,5.0,8.6,,,False,,,USD,290000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,WRE Holding Corp. | One stop 9 | Non-Affiliated Issuer,WRE Holding Corp.,WRE Holding Corp.,First Lien,,,,297000.0,299000.0,300000.0,,99.0,5.0,8.6,,,False,,,USD,297000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,WRE Holding Corp. | One stop 10 | Non-Affiliated Issuer,WRE Holding Corp.,WRE Holding Corp.,First Lien,,,,184000.0,185000.0,186000.0,,98.92,5.0,8.6,,,False,,,USD,184000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,Lightning Finco Limited | One stop 1 | Non-Affiliated Issuer,Lightning Finco Limited,Lightning Finco Limited,First Lien,,,,14580000.0,14786000.0,14802000.0,,98.5,5.75,9.81,,,False,,,USD,14580000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,Lightning Finco Limited | One stop 2 | Non-Affiliated Issuer,Lightning Finco Limited,Lightning Finco Limited,First Lien,,,,1729000.0,1749000.0,1755000.0,,98.52,5.75,7.87,,,False,,,USD,1729000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Consor Intermediate II, LLC | One stop 1 | Non-Affiliated Issuer","Consor Intermediate II, LLC","Consor Intermediate II, LLC",First Lien,,,,5439000.0,5488000.0,5484000.0,,99.18,4.5,8.2,,,False,,,USD,5439000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Consor Intermediate II, LLC | One stop 2 | Non-Affiliated Issuer","Consor Intermediate II, LLC","Consor Intermediate II, LLC",First Lien,,,,-18000.0,-8000.0,0.0,,225.0,,,,,False,,,USD,-18000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Consor Intermediate II, LLC | One stop 3 | Non-Affiliated Issuer","Consor Intermediate II, LLC","Consor Intermediate II, LLC",First Lien,,,,161000.0,164000.0,167000.0,,96.41,4.5,8.2,,,False,,,USD,161000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"DCCM, LLC | One stop 1 | Non-Affiliated Issuer","DCCM, LLC","DCCM, LLC",First Lien,,,,590000.0,587000.0,590000.0,,100.0,4.75,8.42,,,False,,,USD,590000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"DCCM, LLC | One stop 2 | Non-Affiliated Issuer","DCCM, LLC","DCCM, LLC",First Lien,,,,0.0,-1000.0,0.0,,-0.0,,,,,False,,,USD,0.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"DCCM, LLC | One stop 3 | Non-Affiliated Issuer","DCCM, LLC","DCCM, LLC",First Lien,,,,0.0,-1000.0,0.0,,-0.0,,,,,False,,,USD,0.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,Royal Holdco Corporation | One stop 1 | Non-Affiliated Issuer,Royal Holdco Corporation,Royal Holdco Corporation,First Lien,,,,734000.0,743000.0,752000.0,,97.61,4.5,8.19,,,False,,,USD,734000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,Royal Holdco Corporation | One stop 2 | Non-Affiliated Issuer,Royal Holdco Corporation,Royal Holdco Corporation,First Lien,,,,366000.0,367000.0,371000.0,,98.65,4.5,8.19,,,False,,,USD,366000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,Royal Holdco Corporation | One stop 3 | Non-Affiliated Issuer,Royal Holdco Corporation,Royal Holdco Corporation,First Lien,,,,5900000.0,5902000.0,5951000.0,,99.14,4.5,8.17,,,False,,,USD,5900000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,Chase Intermediate | One stop 1 | Non-Affiliated Issuer,Chase Intermediate,Chase Intermediate,First Lien,,,,47602000.0,49030000.0,48574000.0,,98.0,4.75,8.42,,,False,,,USD,47602000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,Chase Intermediate | One stop 2 | Non-Affiliated Issuer,Chase Intermediate,Chase Intermediate,First Lien,,,,258000.0,271000.0,272000.0,,94.85,4.75,8.44,,,False,,,USD,258000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,Chase Intermediate | One stop 3 | Non-Affiliated Issuer,Chase Intermediate,Chase Intermediate,First Lien,,,,2227000.0,2269000.0,2273000.0,,97.98,4.75,8.42,,,False,,,USD,2227000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,Chase Intermediate | One stop 4 | Non-Affiliated Issuer,Chase Intermediate,Chase Intermediate,First Lien,,,,421000.0,563000.0,595000.0,,70.76,4.75,8.42,,,False,,,USD,421000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Fortis Solutions Group, LLC | One stop 1 | Non-Affiliated Issuer","Fortis Solutions Group, LLC","Fortis Solutions Group, LLC",First Lien,,,,50973000.0,51054000.0,51328000.0,,99.31,5.5,9.3,,,False,,,USD,50973000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Fortis Solutions Group, LLC | One stop 2 | Non-Affiliated Issuer","Fortis Solutions Group, LLC","Fortis Solutions Group, LLC",First Lien,,,,1676000.0,1672000.0,1686000.0,,99.41,5.5,9.3,,,False,,,USD,1676000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Fortis Solutions Group, LLC | One stop 3 | Non-Affiliated Issuer","Fortis Solutions Group, LLC","Fortis Solutions Group, LLC",First Lien,,,,138000.0,98000.0,139000.0,,99.28,5.5,9.3,,,False,,,USD,138000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Fortis Solutions Group, LLC | One stop 4 | Non-Affiliated Issuer","Fortis Solutions Group, LLC","Fortis Solutions Group, LLC",First Lien,,,,270000.0,266000.0,272000.0,,99.26,5.5,9.3,,,False,,,USD,270000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Packaging Coordinators Midco, Inc. | One stop 1 | Non-Affiliated Issuer","Packaging Coordinators Midco, Inc.","Packaging Coordinators Midco, Inc.",First Lien,,,,6174000.0,6204000.0,6298000.0,,98.03,5.0,8.67,,,False,,,USD,6174000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Packaging Coordinators Midco, Inc. | One stop 2 | Non-Affiliated Issuer","Packaging Coordinators Midco, Inc.","Packaging Coordinators Midco, Inc.",First Lien,,,,-14000.0,-7000.0,0.0,,200.0,,,,,False,,,USD,-14000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Packaging Coordinators Midco, Inc. | One stop 3 | Non-Affiliated Issuer","Packaging Coordinators Midco, Inc.","Packaging Coordinators Midco, Inc.",First Lien,,,,-20000.0,0.0,0.0,,,,,,,False,,,USD,-20000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Packaging Coordinators Midco, Inc. | One stop 4 | Non-Affiliated Issuer","Packaging Coordinators Midco, Inc.","Packaging Coordinators Midco, Inc.",First Lien,,,,12046000.0,12214000.0,12289000.0,,98.02,5.0,8.73,,,False,,,USD,12046000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Packaging Coordinators Midco, Inc. | One stop 5 | Non-Affiliated Issuer","Packaging Coordinators Midco, Inc.","Packaging Coordinators Midco, Inc.",First Lien,,,,74000.0,76000.0,76000.0,,97.37,5.0,8.67,,,False,,,USD,74000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Packaging Coordinators Midco, Inc. | One stop 6 | Non-Affiliated Issuer","Packaging Coordinators Midco, Inc.","Packaging Coordinators Midco, Inc.",First Lien,,,,-6000.0,-3000.0,0.0,,200.0,,,,,False,,,USD,-6000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"ABC Legal Holdings, LLC | One stop 1 | Non-Affiliated Issuer","ABC Legal Holdings, LLC","ABC Legal Holdings, LLC",First Lien,,,,1302000.0,1324000.0,1330000.0,,97.89,4.25,7.92,,,False,,,USD,1302000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"ABC Legal Holdings, LLC | One stop 2 | Non-Affiliated Issuer","ABC Legal Holdings, LLC","ABC Legal Holdings, LLC",First Lien,,,,-6000.0,-1000.0,0.0,,600.0,,,,,False,,,USD,-6000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"ABC Legal Holdings, LLC | One stop 3 | Non-Affiliated Issuer","ABC Legal Holdings, LLC","ABC Legal Holdings, LLC",First Lien,,,,-9000.0,-2000.0,0.0,,450.0,,,,,False,,,USD,-9000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Action Termite Control, LLC | Senior secured 3 | Non-Affiliated Issuer","Action Termite Control, LLC","Action Termite Control, LLC",First Lien,,,,0.0,-2000.0,0.0,,-0.0,,,,,False,,,USD,0.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Action Termite Control, LLC | Senior secured 2 | Non-Affiliated Issuer","Action Termite Control, LLC","Action Termite Control, LLC",First Lien,,,,107000.0,106000.0,107000.0,,100.0,4.25,7.95,,,False,,,USD,107000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Any Hour, LLC | One stop 1 | Non-Affiliated Issuer","Any Hour, LLC","Any Hour, LLC",First Lien,,,,8478000.0,8973000.0,9019000.0,,94.0,5.75,6.2,,3.25,True,,,USD,8478000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Any Hour, LLC | One stop 2 | Non-Affiliated Issuer","Any Hour, LLC","Any Hour, LLC",First Lien,,,,2655000.0,3452000.0,3493000.0,,76.01,,,,13.0,True,,,USD,2655000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Any Hour, LLC | One stop 3 | Non-Affiliated Issuer","Any Hour, LLC","Any Hour, LLC",First Lien,,,,813000.0,860000.0,870000.0,,93.45,5.75,6.2,,3.25,True,,,USD,813000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Any Hour, LLC | One stop 4 | Non-Affiliated Issuer","Any Hour, LLC","Any Hour, LLC",First Lien,,,,240000.0,254000.0,255000.0,,94.12,5.75,6.2,,3.25,True,,,USD,240000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Apex Service Partners, LLC | One stop 1 | Non-Affiliated Issuer","Apex Service Partners, LLC","Apex Service Partners, LLC",First Lien,,,,4333000.0,4423000.0,4368000.0,,99.2,5.0,8.67,,,False,,,USD,4333000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Apex Service Partners, LLC | One stop 2 | Non-Affiliated Issuer","Apex Service Partners, LLC","Apex Service Partners, LLC",First Lien,,,,13675000.0,13731000.0,13785000.0,,99.2,5.0,8.68,,,False,,,USD,13675000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Apex Service Partners, LLC | One stop 3 | Non-Affiliated Issuer","Apex Service Partners, LLC","Apex Service Partners, LLC",First Lien,,,,1031000.0,1028000.0,1039000.0,,99.23,5.0,8.67,,,False,,,USD,1031000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Apex Service Partners, LLC | One stop 4 | Non-Affiliated Issuer","Apex Service Partners, LLC","Apex Service Partners, LLC",First Lien,,,,37000.0,35000.0,37000.0,,100.0,5.0,8.69,,,False,,,USD,37000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Apex Service Partners, LLC | One stop 5 | Non-Affiliated Issuer","Apex Service Partners, LLC","Apex Service Partners, LLC",First Lien,,,,2169000.0,2169000.0,2187000.0,,99.18,5.0,8.67,,,False,,,USD,2169000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Apex Service Partners, LLC | One stop 6 | Non-Affiliated Issuer","Apex Service Partners, LLC","Apex Service Partners, LLC",First Lien,,,,6423000.0,6448000.0,6475000.0,,99.2,5.0,8.67,,,False,,,USD,6423000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Aptive Environmental, LLC | One stop 1 | Non-Affiliated Issuer","Aptive Environmental, LLC","Aptive Environmental, LLC",First Lien,,,,1767000.0,1751000.0,1767000.0,,100.0,4.75,8.42,,,False,,,USD,1767000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Aptive Environmental, LLC | One stop 2 | Non-Affiliated Issuer","Aptive Environmental, LLC","Aptive Environmental, LLC",First Lien,,,,0.0,-1000.0,0.0,,-0.0,,,,,False,,,USD,0.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Certus Pest, Inc. | One stop 1 | Non-Affiliated Issuer","Certus Pest, Inc.","Certus Pest, Inc.",First Lien,,,,449000.0,453000.0,454000.0,,98.9,5.25,9.1,,,False,,,USD,449000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Certus Pest, Inc. | One stop 2 | Non-Affiliated Issuer","Certus Pest, Inc.","Certus Pest, Inc.",First Lien,,,,2726000.0,2746000.0,2754000.0,,98.98,5.25,9.1,,,False,,,USD,2726000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Certus Pest, Inc. | One stop 3 | Non-Affiliated Issuer","Certus Pest, Inc.","Certus Pest, Inc.",First Lien,,,,1713000.0,1727000.0,1730000.0,,99.02,5.25,9.1,,,False,,,USD,1713000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Certus Pest, Inc. | One stop 4 | Non-Affiliated Issuer","Certus Pest, Inc.","Certus Pest, Inc.",First Lien,,,,1643000.0,1656000.0,1659000.0,,99.04,5.25,9.1,,,False,,,USD,1643000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Certus Pest, Inc. | One stop 5 | Non-Affiliated Issuer","Certus Pest, Inc.","Certus Pest, Inc.",First Lien,,,,1186000.0,1195000.0,1197000.0,,99.08,5.25,9.1,,,False,,,USD,1186000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Certus Pest, Inc. | One stop 6 | Non-Affiliated Issuer","Certus Pest, Inc.","Certus Pest, Inc.",First Lien,,,,1170000.0,1180000.0,1182000.0,,98.98,5.25,9.1,,,False,,,USD,1170000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Certus Pest, Inc. | One stop 7 | Non-Affiliated Issuer","Certus Pest, Inc.","Certus Pest, Inc.",First Lien,,,,811000.0,818000.0,820000.0,,98.9,5.25,9.1,,,False,,,USD,811000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Certus Pest, Inc. | One stop 8 | Non-Affiliated Issuer","Certus Pest, Inc.","Certus Pest, Inc.",First Lien,,,,716000.0,721000.0,723000.0,,99.03,5.25,9.1,,,False,,,USD,716000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Certus Pest, Inc. | One stop 9 | Non-Affiliated Issuer","Certus Pest, Inc.","Certus Pest, Inc.",First Lien,,,,697000.0,703000.0,704000.0,,99.01,5.25,9.1,,,False,,,USD,697000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Certus Pest, Inc. | One stop 10 | Non-Affiliated Issuer","Certus Pest, Inc.","Certus Pest, Inc.",First Lien,,,,412000.0,415000.0,416000.0,,99.04,5.25,9.1,,,False,,,USD,412000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Certus Pest, Inc. | One stop 11 | Non-Affiliated Issuer","Certus Pest, Inc.","Certus Pest, Inc.",First Lien,,,,258000.0,260000.0,260000.0,,99.23,5.25,9.1,,,False,,,USD,258000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Certus Pest, Inc. | One stop 12 | Non-Affiliated Issuer","Certus Pest, Inc.","Certus Pest, Inc.",First Lien,,,,141000.0,142000.0,142000.0,,99.3,5.25,9.1,,,False,,,USD,141000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Certus Pest, Inc. | One stop 13 | Non-Affiliated Issuer","Certus Pest, Inc.","Certus Pest, Inc.",First Lien,,,,59000.0,60000.0,60000.0,,98.33,5.25,9.1,,,False,,,USD,59000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Certus Pest, Inc. | One stop 14 | Non-Affiliated Issuer","Certus Pest, Inc.","Certus Pest, Inc.",First Lien,,,,-2000.0,0.0,0.0,,,,,,,False,,,USD,-2000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Certus Pest, Inc. | One stop 15 | Non-Affiliated Issuer","Certus Pest, Inc.","Certus Pest, Inc.",First Lien,,,,-33000.0,-9000.0,0.0,,366.67,,,,,False,,,USD,-33000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Certus Pest, Inc. | One stop 16 | Non-Affiliated Issuer","Certus Pest, Inc.","Certus Pest, Inc.",First Lien,,,,387000.0,389000.0,390000.0,,99.23,5.25,9.1,,,False,,,USD,387000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Certus Pest, Inc. | One stop 17 | Non-Affiliated Issuer","Certus Pest, Inc.","Certus Pest, Inc.",First Lien,,,,2295000.0,2312000.0,2318000.0,,99.01,5.25,9.1,,,False,,,USD,2295000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Certus Pest, Inc. | One stop 18 | Non-Affiliated Issuer","Certus Pest, Inc.","Certus Pest, Inc.",First Lien,,,,1431000.0,1441000.0,1445000.0,,99.03,5.25,9.1,,,False,,,USD,1431000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Certus Pest, Inc. | One stop 19 | Non-Affiliated Issuer","Certus Pest, Inc.","Certus Pest, Inc.",First Lien,,,,687000.0,692000.0,694000.0,,98.99,5.25,9.1,,,False,,,USD,687000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Certus Pest, Inc. | One stop 20 | Non-Affiliated Issuer","Certus Pest, Inc.","Certus Pest, Inc.",First Lien,,,,687000.0,692000.0,694000.0,,98.99,5.25,9.1,,,False,,,USD,687000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"CHHJ Midco, LLC | Senior secured 1 | Non-Affiliated Issuer","CHHJ Midco, LLC","CHHJ Midco, LLC",First Lien,,,,3655000.0,3667000.0,3673000.0,,99.51,5.0,8.77,,,False,,,USD,3655000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"CHHJ Midco, LLC | Senior secured 2 | Non-Affiliated Issuer","CHHJ Midco, LLC","CHHJ Midco, LLC",First Lien,,,,30000.0,30000.0,30000.0,,100.0,5.0,8.77,,,False,,,USD,30000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"CHVAC Services Investment, LLC | One stop 1 | Non-Affiliated Issuer","CHVAC Services Investment, LLC","CHVAC Services Investment, LLC",First Lien,,,,6315000.0,6297000.0,6367000.0,,99.18,4.75,8.45,,,False,,,USD,6315000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"CHVAC Services Investment, LLC | One stop 2 | Non-Affiliated Issuer","CHVAC Services Investment, LLC","CHVAC Services Investment, LLC",First Lien,,,,1643000.0,1641000.0,1656000.0,,99.21,4.75,8.45,,,False,,,USD,1643000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"CHVAC Services Investment, LLC | One stop 3 | Non-Affiliated Issuer","CHVAC Services Investment, LLC","CHVAC Services Investment, LLC",First Lien,,,,91000.0,91000.0,94000.0,,96.81,4.75,8.42,,,False,,,USD,91000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"CHVAC Services Investment, LLC | One stop 4 | Non-Affiliated Issuer","CHVAC Services Investment, LLC","CHVAC Services Investment, LLC",First Lien,,,,641000.0,679000.0,714000.0,,89.78,4.75,8.44,,,False,,,USD,641000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"COP Hometown Acquisitions, Inc. | Senior secured 1 | Non-Affiliated Issuer","COP Hometown Acquisitions, Inc.","COP Hometown Acquisitions, Inc.",First Lien,,,,2343000.0,2358000.0,2363000.0,,99.15,5.25,8.91,,,False,,,USD,2343000.0
