bdc,cik,accession,form,period_end,file_date,identifier,entity,company,type,sector,desc,affil,fv,cost,par,shares,mark,spread,rate,base_rate,pik_rate,pik,maturity,acq,ccy,fv_raw
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,Investment | Non-Affiliated Issuer | First Lien Debt | Flexera Software LLC | Software 2,Flexera Software LLC,Flexera Software LLC,First Lien,Software 2,,,8115000.0,8387000.0,8408000.0,,96.76,4.5,8.15,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | FPG Intermediate Holdco, LLC | Consumer Services 1","FPG Intermediate Holdco, LLC","FPG Intermediate Holdco, LLC",First Lien,Consumer Services 1,,,44000.0,42000.0,44000.0,,104.76,5.0,8.68,,100.0,True,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | FPG Intermediate Holdco, LLC | Consumer Services 2","FPG Intermediate Holdco, LLC","FPG Intermediate Holdco, LLC",First Lien,Consumer Services 2,,,92000.0,92000.0,92000.0,,100.0,5.0,8.7,,100.0,True,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,Investment | Non-Affiliated Issuer | First Lien Debt | Fullsteam Operations LLC | High Tech Industries,Fullsteam Operations LLC,Fullsteam Operations LLC,First Lien,High Tech Industries,,,6385000.0,6445000.0,6531000.0,,99.07,5.25,8.89,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | Generator US Buyer, Inc. | Energy: Electricity","Generator US Buyer, Inc.","Generator US Buyer, Inc.",First Lien,Energy: Electricity,,,2237000.0,2242000.0,2266000.0,,99.78,4.5,8.2,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,Investment | Non-Affiliated Issuer | First Lien Debt | GI DI Emerald Intermediate Limited (United Kingdom) | Business Services,GI DI Emerald Intermediate Limited (United Kingdom),GI DI Emerald Intermediate Limited (United Kingdom),First Lien,Business Services,,,-76000.0,-84000.0,0.0,,90.48,4.75,8.39,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | Goose Borrower, L.P. | Software","Goose Borrower, L.P.","Goose Borrower, L.P.",First Lien,Software,,,15552000.0,15553000.0,15737000.0,,99.99,4.75,8.41,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | Greenhouse Software, Inc. | Software","Greenhouse Software, Inc.","Greenhouse Software, Inc.",First Lien,Software,,,32589000.0,32434000.0,32796000.0,,100.48,5.75,9.45,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | GS AcquisitionCo, Inc. | Software","GS AcquisitionCo, Inc.","GS AcquisitionCo, Inc.",First Lien,Software,,,5412000.0,5593000.0,5570000.0,,96.76,5.25,8.95,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,Investment | Non-Affiliated Issuer | First Lien Debt | Guidehouse LLP | Sovereign & Public Finance,Guidehouse LLP,Guidehouse LLP,First Lien,Sovereign & Public Finance,,,6112000.0,6182000.0,6147000.0,,98.87,4.75,8.42,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,Investment | Non-Affiliated Issuer | First Lien Debt | Gymspa (France) | Leisure Products & Services,Gymspa (France),Gymspa (France),First Lien,Leisure Products & Services,,,11246000.0,10617000.0,9781000.0,,105.92,6.0,9.98,,2.0,True,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,Investment | Non-Affiliated Issuer | First Lien Debt | Hadrian Acquisition Limited (United Kingdom) | Diversified Financial Services,Hadrian Acquisition Limited (United Kingdom),Hadrian Acquisition Limited (United Kingdom),First Lien,Diversified Financial Services,,,30326000.0,30103000.0,22912000.0,,100.74,5.14,12.01,,3.14,True,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | Heartland Home Services, Inc. | Consumer Services 1","Heartland Home Services, Inc.","Heartland Home Services, Inc.",First Lien,Consumer Services 1,,,9787000.0,9973000.0,9990000.0,,98.13,5.75,9.45,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | Heartland Home Services, Inc. | Consumer Services 2","Heartland Home Services, Inc.","Heartland Home Services, Inc.",First Lien,Consumer Services 2,,,6821000.0,6941000.0,6952000.0,,98.27,6.0,9.7,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | Heartland Home Services, Inc. | Consumer Services 3","Heartland Home Services, Inc.","Heartland Home Services, Inc.",First Lien,Consumer Services 3,,,549000.0,560000.0,561000.0,,98.04,6.75,10.45,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,Investment | Non-Affiliated Issuer | First Lien Debt | Hercules Borrower LLC | Environmental Industries,Hercules Borrower LLC,Hercules Borrower LLC,First Lien,Environmental Industries,,,17713000.0,17573000.0,17714000.0,,100.8,4.75,8.45,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | Higginbotham Insurance Agency, Inc. | Diversified Financial Services","Higginbotham Insurance Agency, Inc.","Higginbotham Insurance Agency, Inc.",First Lien,Diversified Financial Services,,,-91000.0,-98000.0,0.0,,92.86,4.5,8.17,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,Investment | Non-Affiliated Issuer | First Lien Debt | Holding Argon (France) | Business Services 1,Holding Argon (France),Holding Argon (France),First Lien,Business Services 1,,,434000.0,445000.0,445000.0,,97.53,5.75,9.42,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,Investment | Non-Affiliated Issuer | First Lien Debt | Holding Argon (France) | Business Services 2,Holding Argon (France),Holding Argon (France),First Lien,Business Services 2,,,1489000.0,1585000.0,1405000.0,,93.94,5.75,8.29,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,Investment | Non-Affiliated Issuer | First Lien Debt | Holding Argon (France) | Business Services 3,Holding Argon (France),Holding Argon (France),First Lien,Business Services 3,,,14658000.0,14566000.0,13142000.0,,100.63,5.75,7.77,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | Hoosier Intermediate, LLC | Healthcare & Pharmaceuticals","Hoosier Intermediate, LLC","Hoosier Intermediate, LLC",First Lien,Healthcare & Pharmaceuticals,,,15824000.0,15727000.0,15824000.0,,100.62,5.0,8.65,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | Horizon Avionics Buyer, LLC | Aerospace & Defense","Horizon Avionics Buyer, LLC","Horizon Avionics Buyer, LLC",First Lien,Aerospace & Defense,,,887000.0,875000.0,941000.0,,101.37,4.75,8.45,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,Investment | Non-Affiliated Issuer | First Lien Debt | HS Spa Holdings Inc. | Consumer Services 1,HS Spa Holdings Inc.,HS Spa Holdings Inc.,First Lien,Consumer Services 1,,,9531000.0,9676000.0,9640000.0,,98.5,5.25,8.92,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,Investment | Non-Affiliated Issuer | First Lien Debt | HS Spa Holdings Inc. | Consumer Services 2,HS Spa Holdings Inc.,HS Spa Holdings Inc.,First Lien,Consumer Services 2,,,740000.0,744000.0,748000.0,,99.46,5.25,8.92,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | Hyphen Solutions, LLC | Construction & Building","Hyphen Solutions, LLC","Hyphen Solutions, LLC",First Lien,Construction & Building,,,-30000.0,-9000.0,0.0,,333.33,4.5,8.17,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | Icefall Parent, Inc. | Software","Icefall Parent, Inc.","Icefall Parent, Inc.",First Lien,Software,,,10070000.0,9968000.0,10088000.0,,101.02,4.5,8.2,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | iCIMS, Inc. | Software","iCIMS, Inc.","iCIMS, Inc.",First Lien,Software,,,26922000.0,27609000.0,27816000.0,,97.51,5.75,9.42,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | IEM New Sub 2, LLC | Energy: Electricity","IEM New Sub 2, LLC","IEM New Sub 2, LLC",First Lien,Energy: Electricity,,,-16000.0,-18000.0,0.0,,88.89,4.75,8.37,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | IG Investments Holdings, LLC | Business Services","IG Investments Holdings, LLC","IG Investments Holdings, LLC",First Lien,Business Services,,,4387000.0,4394000.0,4387000.0,,99.84,5.0,8.67,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,Investment | Non-Affiliated Issuer | First Lien Debt | Infront Luxembourg Finance S.À R.L. (Luxembourg) | Leisure Products & Services,Infront Luxembourg Finance S.À R.L. (Luxembourg),Infront Luxembourg Finance S.À R.L. (Luxembourg),First Lien,Leisure Products & Services,,,10077000.0,10472000.0,8718000.0,,96.23,4.5,12.01,,5.5,True,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,Investment | Non-Affiliated Issuer | First Lien Debt | IQN Holding Corp. | Business Services,IQN Holding Corp.,IQN Holding Corp.,First Lien,Business Services,,,11639000.0,11837000.0,11873000.0,,98.33,2.63,9.46,,3.13,True,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | Iron Infinity Buyer Sub, Inc. | Utilities: Oil & Gas","Iron Infinity Buyer Sub, Inc.","Iron Infinity Buyer Sub, Inc.",First Lien,Utilities: Oil & Gas,,,14531000.0,14838000.0,14908000.0,,97.93,4.75,8.45,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | Jawbreaker Parent, Inc. | Software","Jawbreaker Parent, Inc.","Jawbreaker Parent, Inc.",First Lien,Software,,,4562000.0,4564000.0,4649000.0,,99.96,4.75,8.45,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | Jeg's Automotive, LLC | Auto Aftermarket & Services 1","Jeg's Automotive, LLC","Jeg's Automotive, LLC",First Lien,Auto Aftermarket & Services 1,,,7168000.0,6242000.0,7168000.0,,114.83,2.9,12.58,,6.0,True,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | Jeg's Automotive, LLC | Auto Aftermarket & Services 2","Jeg's Automotive, LLC","Jeg's Automotive, LLC",First Lien,Auto Aftermarket & Services 2,,,1189000.0,1042000.0,1190000.0,,114.11,1.0,10.68,,6.0,True,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | Kona Buyer, LLC | Healthcare & Pharmaceuticals","Kona Buyer, LLC","Kona Buyer, LLC",First Lien,Healthcare & Pharmaceuticals,,,527000.0,520000.0,532000.0,,101.35,4.5,8.18,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | LDS Intermediate Holdings, L.L.C. | Transportation: Cargo","LDS Intermediate Holdings, L.L.C.","LDS Intermediate Holdings, L.L.C.",First Lien,Transportation: Cargo,,,6894000.0,6881000.0,7066000.0,,100.19,5.0,8.67,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | Leo BuyerCo, LLC | Capital Equipment","Leo BuyerCo, LLC","Leo BuyerCo, LLC",First Lien,Capital Equipment,,,9015000.0,9002000.0,9142000.0,,100.14,4.75,8.43,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | Lifelong Learner Holdings, LLC | Business Services","Lifelong Learner Holdings, LLC","Lifelong Learner Holdings, LLC",First Lien,Business Services,,,3828000.0,4459000.0,4465000.0,,85.85,1.0,11.42,,6.75,True,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | Material Holdings, LLC | Business Services 1","Material Holdings, LLC","Material Holdings, LLC",First Lien,Business Services 1,,,9583000.0,14296000.0,14294000.0,,67.03,4.62,9.7,,1.38,True,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | Material Holdings, LLC | Business Services 2","Material Holdings, LLC","Material Holdings, LLC",First Lien,Business Services 2,,,0.0,1103000.0,3943000.0,,0.0,6.0,9.68,,100.0,True,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | Material Holdings, LLC | Business Services 3","Material Holdings, LLC","Material Holdings, LLC",First Lien,Business Services 3,,,822000.0,822000.0,822000.0,,100.0,6.0,9.7,,100.0,True,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | Matterhorn Finco, Inc. | Software","Matterhorn Finco, Inc.","Matterhorn Finco, Inc.",First Lien,Software,,,17847000.0,17849000.0,18056000.0,,99.99,5.5,9.2,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,Investment | Non-Affiliated Issuer | First Lien Debt | McQueen Bidco PTY LTD. (Australia) | Auto Aftermarket & Services,McQueen Bidco PTY LTD. (Australia),McQueen Bidco PTY LTD. (Australia),First Lien,Auto Aftermarket & Services,,,-5000.0,-20000.0,0.0,,25.0,4.5,8.2,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,Investment | Non-Affiliated Issuer | First Lien Debt | Merative L.P. | Healthcare & Pharmaceuticals,Merative L.P.,Merative L.P.,First Lien,Healthcare & Pharmaceuticals,,,41319000.0,40838000.0,41074000.0,,101.18,4.5,8.2,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | Mindbody, Inc. | Leisure Products & Services","Mindbody, Inc.","Mindbody, Inc.",First Lien,Leisure Products & Services,,,21113000.0,21113000.0,21475000.0,,100.0,6.0,9.7,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | Modernizing Medicine, Inc. | Healthcare & Pharmaceuticals","Modernizing Medicine, Inc.","Modernizing Medicine, Inc.",First Lien,Healthcare & Pharmaceuticals,,,11884000.0,11878000.0,11992000.0,,100.05,2.5,8.45,,2.25,True,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | Monarch Buyer, Inc. | Business Services","Monarch Buyer, Inc.","Monarch Buyer, Inc.",First Lien,Business Services,,,4288000.0,4308000.0,4459000.0,,99.54,4.5,8.17,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | More Cowbell II, LLC | Diversified Financial Services","More Cowbell II, LLC","More Cowbell II, LLC",First Lien,Diversified Financial Services,,,0.0,0.0,0.0,,,4.5,7.98,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | NFO Orange Buyer, LLC | Construction & Building","NFO Orange Buyer, LLC","NFO Orange Buyer, LLC",First Lien,Construction & Building,,,1263000.0,1263000.0,1276000.0,,100.0,4.5,8.2,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | NMI AcquisitionCo, Inc. | High Tech Industries","NMI AcquisitionCo, Inc.","NMI AcquisitionCo, Inc.",First Lien,High Tech Industries,,,46601000.0,46859000.0,46866000.0,,99.45,4.5,8.17,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | North Haven Fairway Buyer, LLC | Consumer Services","North Haven Fairway Buyer, LLC","North Haven Fairway Buyer, LLC",First Lien,Consumer Services,,,29506000.0,29512000.0,29682000.0,,99.98,5.0,8.68,,,False,,,USD,
