bdc,cik,accession,form,period_end,file_date,identifier,entity,company,type,sector,desc,affil,fv,cost,par,shares,mark,spread,rate,base_rate,pik_rate,pik,maturity,acq,ccy,fv_raw,sector_soi,affiliation_soi,investment_type_soi,base_rate_soi,maturity_soi,acq_soi,business_description,rate_floor_soi,footnotes,pct_net_assets_soi,interest_rate_soi,spread_soi,pik_rate_soi,gics_sector,gics_industry_group,type_canonical,common_name,legal_name
GBDC,0001476765,0001476765-26-000048,10-Q,2026-06-30,2026-08-03,"Bolt Purchaser, LLC | One stop 2 | Non-Affiliated Issuer","Bolt Purchaser, LLC","Bolt Purchaser, LLC",First Lien,,,,0.0,0.0,0.0,,,,,,,False,,,USD,0.0,,,,,,,,,,,,,,Consumer Discretionary,Automobiles & Components,First Lien,,"Bolt Purchaser, LLC"
GBDC,0001476765,0001476765-26-000048,10-Q,2026-06-30,2026-08-03,"CAP-KSI Holdings, LLC | One stop 1 | Non-Affiliated Issuer","CAP-KSI Holdings, LLC","CAP-KSI Holdings, LLC",First Lien,,,,13819000.0,14058000.0,14196000.0,,97.34,5.25,8.96,,,False,,,USD,13819000.0,Automobiles,Unaffiliated,One stop,,2030-06,,,,,0.4,8.96,5.25,,Consumer Discretionary,Automobiles & Components,First Lien,,"CAP-KSI Holdings, LLC"
GBDC,0001476765,0001476765-26-000048,10-Q,2026-06-30,2026-08-03,"CG Group Holdings, LLC | One stop 1 | Non-Affiliated Issuer","CG Group Holdings, LLC","CG Group Holdings, LLC",First Lien,,,,46478000.0,46436000.0,46828000.0,,99.25,5.5,9.25,,,False,,,USD,46478000.0,Automobiles,Unaffiliated,One stop,,2027-07,,,,,1.2,10.75,8.75,,Consumer Discretionary,Automobiles & Components,First Lien,,"CG Group Holdings, LLC"
GBDC,0001476765,0001476765-26-000048,10-Q,2026-06-30,2026-08-03,"CG Group Holdings, LLC | One stop 2 | Non-Affiliated Issuer","CG Group Holdings, LLC","CG Group Holdings, LLC",First Lien,,,,162000.0,155000.0,168000.0,,96.43,7.5,9.14,,2.0,True,,,USD,162000.0,Automobiles,Unaffiliated,One stop,,2030-01,,,,,,9.14,7.5,,Consumer Discretionary,Automobiles & Components,First Lien,,"CG Group Holdings, LLC"
GBDC,0001476765,0001476765-26-000048,10-Q,2026-06-30,2026-08-03,"CG Group Holdings, LLC | One stop 3 | Non-Affiliated Issuer","CG Group Holdings, LLC","CG Group Holdings, LLC",First Lien,,,,429000.0,425000.0,432000.0,,99.31,5.5,9.25,,,False,,,USD,429000.0,Automobiles,Unaffiliated,One stop,,2030-01,,,,,,9.25,5.5,,Consumer Discretionary,Automobiles & Components,First Lien,,"CG Group Holdings, LLC"
GBDC,0001476765,0001476765-26-000048,10-Q,2026-06-30,2026-08-03,"CG Group Holdings, LLC | One stop 4 | Non-Affiliated Issuer","CG Group Holdings, LLC","CG Group Holdings, LLC",First Lien,,,,-1000.0,-1000.0,0.0,,100.0,,,,,False,,,USD,-1000.0,Automobiles,Unaffiliated,One stop,,2030-01,,,,,,,,,Consumer Discretionary,Automobiles & Components,First Lien,,"CG Group Holdings, LLC"
GBDC,0001476765,0001476765-26-000048,10-Q,2026-06-30,2026-08-03,"Denali Midco 2, LLC | One stop 1 | Non-Affiliated Issuer","Denali Midco 2, LLC","Denali Midco 2, LLC",First Lien,,,,63682000.0,63656000.0,63682000.0,,100.0,5.5,9.14,,,False,,,USD,63682000.0,Automobiles,Unaffiliated,One stop,,2028-12,,,,,1.0,9.14,5.5,,Consumer Discretionary,Automobiles & Components,First Lien,,"Denali Midco 2, LLC"
GBDC,0001476765,0001476765-26-000048,10-Q,2026-06-30,2026-08-03,"Denali Midco 2, LLC | One stop 15 | Non-Affiliated Issuer","Denali Midco 2, LLC","Denali Midco 2, LLC",First Lien,,,,295000.0,293000.0,295000.0,,100.0,5.5,9.14,,,False,,,USD,295000.0,Automobiles,Unaffiliated,One stop,,2028-12,,,,,,9.41,5.25,,Consumer Discretionary,Automobiles & Components,First Lien,,"Denali Midco 2, LLC"
GBDC,0001476765,0001476765-26-000048,10-Q,2026-06-30,2026-08-03,"Denali Midco 2, LLC | One stop 17 | Non-Affiliated Issuer","Denali Midco 2, LLC","Denali Midco 2, LLC",First Lien,,,,0.0,-2000.0,0.0,,-0.0,,,,,False,,,USD,0.0,,,,,,,,,,,,,,Consumer Discretionary,Automobiles & Components,First Lien,,"Denali Midco 2, LLC"
GBDC,0001476765,0001476765-26-000048,10-Q,2026-06-30,2026-08-03,"Denali Midco 2, LLC | Second lien | Non-Affiliated Issuer","Denali Midco 2, LLC","Denali Midco 2, LLC",Second Lien,,,,12649000.0,12708000.0,12776000.0,,99.01,,,,13.0,True,,,USD,12649000.0,Automobiles,Unaffiliated,Second lien,,2029-12,,,,,0.4,13.0,,,Consumer Discretionary,Automobiles & Components,Second Lien,,"Denali Midco 2, LLC"
